Ldim_ID,Mouse_Prot_ID,Gene_Name,Identity,Length,Mism,Gap,qs,qe,ss,se,Evalue,Bitscore
g15955,NP_001103775.1,Keap1,79.7,403,78,2,6,405,36,437,1.18E-232,659
g16087,NP_080178.1,Cisd2,79.7,133,27,0,1,133,1,133,4.66E-75,221
g16180,NP_570959.1,Anp32b,79.7,158,32,0,1,158,1,158,3.66E-81,246
g16714,NP_001406232.1,Nans,79.7,290,59,0,1,290,1,290,1.47E-173,487
g170172,XP_036019283.1,Atp11b,79.7,1137,200,4,1,1110,1,1133,0,1731
g170174,NP_083846.2,Atp11b,79.7,1110,194,4,1,1083,1,1106,0,1688
g17296,NP_035403.1,Xpr1,79.7,696,135,5,1,693,1,693,0,1116
g176763,XP_036018199.1,Kif1a,79.7,1815,307,17,1,1786,1,1783,0,2774
g17724,NP_001345363.1,Tbc1d23,79.7,467,94,1,229,695,1,466,9.62E-264,735
g19193,NP_001400926.1,Gabbr1,79.7,753,151,2,175,927,1,751,0,1203
g19964,XP_036021935.1,Creb5,79.7,227,41,1,19,240,8,234,6.66E-120,355
g203015,XP_036016280.1,Nrxn1,79.7,1472,275,9,3,1453,5,1473,0,2357
g206914,XP_006524259.1,Map4k3,79.7,893,160,7,2,890,1,876,0,1381
g21985,NP_001108136.1,Iqsec2,79.7,59,12,0,7,65,8,66,3.24E-17,85.1
g22131,NP_001263606.1,Syt6,79.7,384,75,3,13,395,40,421,1.21E-221,615
g22239,NP_001161235.1,Ift122,79.7,1186,232,7,1,1184,1,1179,0,1952
g22693,NP_032167.1,Gnat2,79.7,354,68,1,1,350,1,354,1.58E-205,568
g4238,NP_001344395.1,Dclk1,79.7,688,134,3,1,688,7,688,0,1071
g5339,NP_001408738.1,Usf2,79.7,123,24,1,191,312,22,144,6.07E-50,164
g78382,NP_859421.1,Aida,79.7,305,60,2,1,303,1,305,1.66E-174,486
g8995,NP_001074863.1,Tmem248,79.7,310,62,1,2,311,1,309,5.27E-192,532
g892,XP_011245915.1,Atp2b3,79.7,1114,216,4,1,1112,4,1109,0,1773
g10411,XP_006528048.1,Pcyt1b,79.6,334,64,2,14,347,20,349,2.74E-162,459
g104112,NP_997593.1,Pcyt1b,79.6,334,64,2,28,361,40,369,9.47E-162,459
g11019,NP_064434.1,Tmem9b,79.6,181,32,2,9,187,22,199,1.36E-97,282
g11207,XP_036014659.1,Styx,79.6,167,34,0,3,169,2,168,3.03E-97,282
g11354,NP_032181.2,Gpi1,79.6,548,112,0,3,550,4,551,0,905
g12696,NP_058572.2,Eif3g,79.6,324,34,4,1,296,1,320,6.54E-178,495
g13387,NP_079570.1,Natd1,79.6,108,21,1,5,112,2,108,4.28E-58,176
g14867,NP_031749.2,Cnga1,79.6,515,105,0,104,618,146,660,8.27E-302,838
g1530,XP_006528566.1,Tsc22d3,79.6,49,10,0,611,659,1,49,5.73E-15,72.4
g15331,NP_082411.1,Tmem163,79.6,230,47,0,60,289,59,288,1.85E-128,368
g153780,XP_036021752.1,Unc80,79.6,3235,527,25,1,3172,1,3166,0,4862
g17193,NP_036013.1,Rnf13,79.6,260,52,1,1,259,1,260,1.90E-128,371
g17570,NP_001406343.1,Ipo13,79.6,863,172,2,5,866,12,871,0,1368
g196,XP_030104554.1,Cyc1,79.6,265,54,0,43,307,2,266,1.98E-162,454
g19931,XP_036015514.1,Tmem65,79.6,137,26,1,102,236,17,153,1.02E-69,213
g2009,NP_899123.2,Zfyve9,79.6,700,134,2,504,1194,7,706,0,1130
g203010,NP_001390255.1,Nrxn1,79.6,1464,275,9,3,1445,5,1465,0,2339
g203018,XP_036016283.1,Nrxn1,79.6,1469,275,9,3,1450,5,1470,0,2351
g209843,XP_006526646.1,Gbf1,79.6,972,186,6,767,1734,19,982,0,1499
g21625,NP_062512.1,Rhog,79.6,191,39,0,1,191,1,191,4.77E-111,316
g22804,NP_079807.1,Prelid3b,79.6,191,39,0,1,191,1,191,7.71E-107,306
g23073,NP_001155270.1,Mthfr,79.6,597,122,0,58,654,91,687,0,1025
g278,NP_001013403.1,Grm4,79.6,800,161,1,24,823,18,815,0,1329
g2873,NP_001334527.1,Homer1,79.6,181,30,2,6,184,1,176,7.56E-92,275
g4099,XP_030102719.1,Nova1,79.6,446,85,2,74,519,3,442,1.06E-233,650
g4323,NP_109618.1,Atf5,79.6,49,10,0,405,453,231,279,7.15E-13,70.9
g4472,NP_001397181.1,Fli1,79.6,422,79,6,34,451,1,419,1.76E-237,656
g6347,NP_082742.2,C9orf72,79.6,314,64,0,149,462,4,317,1.10E-185,521
g6604,NP_058072.2,Txnl1,79.6,289,59,0,1,289,1,289,5.70E-172,478
g69463,NP_001407885.1,Add1,79.6,666,123,7,1,657,1,662,0,1023
g7101,NP_033498.1,Unc5c,79.6,917,178,5,21,937,21,928,0,1492
g7154,NP_033107.1,Rpl28,79.6,137,28,0,1,137,1,137,3.12E-74,219
g7775,XP_006497221.1,Slc30a1,79.6,103,21,0,1,103,37,139,3.04E-47,163
g7907,NP_001405215.1,Itpkb,79.6,294,60,0,476,769,16,309,1.82E-167,487
g10049,NP_001334155.1,Rpl22l1,79.5,112,23,0,21,132,9,120,4.52E-58,177
g104012,XP_036015176.1,Sema5a,79.5,917,184,2,166,1078,1,917,0,1601
g121283,XP_006515150.1,Dock4,79.5,1975,393,8,1,1969,1,1969,0,3138
g12844,NP_001350354.1,Arhgdia,79.5,205,41,1,1,205,1,204,1.60E-111,318
g13623,NP_598568.1,Lrrc59,79.5,161,33,0,9,169,10,170,5.36E-36,133
g13919,NP_001254522.1,Kcnj12,79.5,438,72,3,2,434,3,427,1.71E-251,691
g18096,NP_598461.1,Btbd10,79.5,409,72,6,103,510,76,473,1.32E-217,613
g18672,XP_030104224.1,Parvb,79.5,312,64,0,54,365,1,312,6.59E-173,485
g19884,XP_036016661.1,Mtcl1,79.5,83,17,0,261,343,358,440,7.34E-28,123
g20078,NP_001403462.1,Wdtc1,79.5,551,102,4,135,676,1,549,0,882
g203792,NP_001388601.1,Marchf8,79.5,258,49,4,34,289,10,265,3.22E-140,397
g21583,NP_081255.2,C1qtnf2,79.5,146,29,1,141,285,139,284,1.94E-82,251
g21609,NP_033722.1,Abcb7,79.5,682,136,2,68,746,72,752,0,1077
g22655,NP_001156959.1,Pfkm,79.5,764,156,1,14,776,12,775,0,1247
g2520,NP_598845.1,Ppif,79.5,161,33,0,4,164,45,205,6.57E-96,277
g2930,XP_006530398.1,Git2,79.5,732,149,1,1,732,1,731,0,1142
g3991,NP_001404508.1,Parl,79.5,171,35,0,196,366,1,171,1.30E-96,286
g4107,NP_001411711.1,Tyw1,79.5,346,71,0,392,737,1,346,6.87E-216,610
g4373,NP_081333.1,Wdfy1,79.5,166,34,0,1,166,1,166,4.00E-99,295
g45643,XP_030098009.1,Grik5,79.5,581,81,6,423,1002,1,544,0,911
g6946,NP_001095914.1,Add1,79.5,655,121,7,1,646,1,651,0,1003
g8460,NP_001404381.1,Ucp2,79.5,307,60,2,1,307,1,304,2.06E-171,479
g9291,XP_006498400.1,Fmnl2,79.5,814,145,7,1,800,1,806,0,1140
g9904,NP_001344112.1,Klf8,79.5,39,8,0,340,378,263,301,2.11E-12,70.1
g9961,NP_035780.1,Tsn,79.5,220,45,0,1,220,1,220,5.52E-121,344
g11303,NP_663559.1,Spon1,79.4,801,159,3,7,806,12,807,0,1356
g12807,NP_001351409.1,Hspa8,79.4,321,57,2,1,312,307,627,2.45E-170,488
g13168,XP_006533115.1,Cdc27,79.4,496,87,4,323,804,7,501,4.92E-145,437
g14502,NP_035862.2,Ybx1,79.4,102,19,1,22,123,49,148,9.99E-50,169
g14675,NP_001391315.1,Trmt10a,79.4,126,26,0,156,281,1,126,4.72E-69,214
g1489,NP_778201.1,Leprot,79.4,131,27,0,1,131,1,131,2.34E-73,216
g17160,NP_001153241.1,Nr5a2,79.4,524,83,6,45,568,1,499,2.23E-297,816
g173963,NP_001396989.1,Lhx8,79.4,262,50,2,64,323,46,305,7.70E-150,427
g17441,NP_631972.2,Onecut3,79.4,97,19,1,37,133,395,490,2.89E-43,149
g17676,XP_006529220.1,Kif1a,79.4,1828,312,18,1,1799,1,1792,0,2773
g191822,NP_694751.1,Fev,79.4,102,20,1,278,379,34,134,3.65E-49,169
g20379,NP_001289314.1,Marchf8,79.4,248,47,4,20,265,2,247,4.06E-135,382
g206916,XP_006524260.1,Map4k3,79.4,888,148,8,2,869,1,873,0,1357
g20694,XP_006524006.1,Slc8a1,79.4,942,180,5,10,949,6,935,0,1456
g2129,NP_079620.2,Eif3f,79.4,267,55,0,5,271,93,359,2.07E-152,431
g22023,NP_001136281.1,Slc6a8,79.4,591,113,2,77,665,52,635,0,998
g22288,NP_001333569.1,Grm7,79.4,894,170,3,8,887,2,895,0,1448
g3009,NP_001406119.1,Ubap2,79.4,63,13,0,33,95,40,102,3.71E-24,101
g3104,NP_031775.1,Cox7c,79.4,63,13,0,1,63,1,63,1.36E-34,113
g435,XP_006505809.1,Edem1,79.4,462,87,3,183,637,1,461,1.67E-277,767
g5179,XP_036020285.1,Dnajc8,79.4,228,47,0,24,251,45,272,2.26E-113,328
g542,NP_001359321.1,Tada3,79.4,436,81,6,1,431,9,440,4.51E-226,627
g58703,NP_001351128.1,Eml1,79.4,601,123,1,217,816,1,601,0,1052
g5896,NP_034626.1,Id2,79.4,136,23,3,1,135,1,132,2.37E-66,199
g6022,XP_030103948.1,Slc35f4,79.4,310,64,0,106,415,26,335,9.82E-165,467
g6245,NP_766058.3,Wdr35,79.4,1184,240,3,1,1184,1,1180,0,1925
g6954,NP_001390692.1,Dym,79.4,491,98,3,180,668,1,490,2.22E-276,767
g8022,NP_001032845.1,Brms1l,79.4,326,62,5,1,324,1,323,5.45E-171,479
g9190,XP_036015364.1,Erbb4,79.4,812,156,3,22,822,23,834,0,1289
g10263,NP_001407049.1,Htr5a,79.3,275,52,3,76,345,1,275,4.28E-160,450
g11250,XP_017175675.1,Smyd2,79.3,227,47,0,206,432,1,227,1.02E-128,372
g11409,NP_001351340.1,Phkb,79.3,1035,212,2,52,1085,1,1034,0,1668
g11990,NP_001398553.1,Gys2,79.3,663,135,2,5,667,5,665,0,1104
g144465,NP_064649.2,Nrxn2,79.3,1486,278,14,27,1485,29,1511,0,2329
g14801,NP_001356289.1,Klc2,79.3,639,106,6,1,633,1,619,6.14E-203,584
g15736,NP_001240685.1,Gpm6a,79.3,179,37,0,100,278,1,179,7.43E-102,296
g17712,NP_001243059.1,Nipa2,79.3,363,68,3,1,361,1,358,2.43E-191,533
g18283,NP_001071099.1,Ints14,79.3,511,103,1,1,511,1,508,2.36E-307,840
g18572,XP_006510919.1,Pkm,79.3,449,93,0,82,530,68,516,1.20E-258,717
g187925,NP_001103158.1,C2cd5,79.3,998,169,9,1,989,1,969,0,1532
g18919,NP_775567.2,Tph2,79.3,488,97,2,19,502,1,488,1.08E-289,793
g20244,XP_017175044.1,Adgrb3,79.3,1195,225,8,297,1485,11,1189,0,1932
g203012,XP_017172792.1,Nrxn1,79.3,1515,278,10,3,1496,5,1504,0,2404
g20357,NP_001365805.1,Mark1,79.3,799,139,10,1,776,1,796,0,1183
g21376,XP_006519301.1,Hs6st3,79.3,116,24,0,74,189,115,230,5.46E-63,206
g223132,NP_001277553.1,Prickle3,79.3,304,63,0,1,304,68,371,2.07E-190,556
g2617,XP_017173557.1,Jak2,79.3,724,149,1,395,1117,1,724,0,1204
g3709,NP_032121.3,Nipsnap2,79.3,256,53,0,31,286,26,281,9.13E-157,439
g4877,NP_084528.1,Smim12,79.3,92,17,2,1,90,1,92,1.71E-45,142
g6502,XP_006527309.1,Rcl1,79.3,179,36,1,194,372,17,194,6.17E-101,298
g69313,NP_034841.2,Lhx3,79.3,377,72,4,33,409,30,400,5.99E-211,587
g6984,NP_780632.1,Orai1,79.3,232,30,2,1,214,66,297,2.92E-116,335
g7339,NP_666056.1,Ccdc25,79.3,208,42,1,1,207,1,208,6.32E-108,310
g9379,NP_031415.2,Chrna1,79.3,439,90,1,14,451,15,453,7.23E-254,699
g1015,NP_080223.2,Dynlrb1,79.2,96,20,0,1,96,1,96,2.03E-53,163
g10281,XP_030100253.1,Plod2,79.2,385,80,0,372,756,1,385,2.51E-243,682
g11039,NP_598519.2,Usp47,79.2,1380,250,10,3,1369,1,1356,0,2061
g11932,XP_006513971.1,Chst11,79.2,313,65,0,5,317,39,351,2.05E-187,521
g12149,NP_080301.1,Zcrb1,79.2,226,36,2,1,224,1,217,3.07E-103,299
g12608,NP_001344726.1,Slc35b1,79.2,226,46,1,105,330,1,225,1.10E-127,365
g1294,NP_001346511.1,Oxsr1,79.2,529,103,4,1,524,1,527,2.09E-293,805
g14025,NP_083068.1,Josd1,79.2,183,38,0,79,261,19,201,9.13E-109,314
g144460,NP_001192164.1,Nrxn2,79.2,1478,278,14,27,1477,29,1503,0,2312
g161932,NP_001104774.1,Tbc1d9,79.2,1286,237,9,1,1277,1,1264,0,1960
g16243,NP_038522.2,Cpe,79.2,432,89,1,23,453,45,476,1.14E-266,733
g17686,NP_001288293.1,Hdlbp,79.2,1278,250,7,1,1272,1,1268,0,1973
g17991,NP_666329.2,Aars1,79.2,965,201,0,1,965,1,965,0,1561
g184982,NP_067467.2,Ap3b2,79.2,1114,198,6,1,1112,1,1082,0,1422
g19252,NP_033441.3,Tpi1,79.2,245,51,0,2,246,4,248,2.47E-141,397
g203011,XP_036016275.1,Nrxn1,79.2,1476,274,10,3,1448,5,1477,0,2340
g203014,XP_006523874.1,Nrxn1,79.2,1510,278,10,3,1491,5,1499,0,2392
g203015,XP_006523875.1,Nrxn1,79.2,1507,278,10,3,1488,5,1496,0,2387
g20943,NP_081468.1,Ttl,79.2,360,75,0,5,364,1,360,6.36E-212,588
g21402,NP_080052.1,Rbm22,79.2,419,82,1,1,419,1,414,9.63E-243,669
g27063,NP_062763.2,Kcnip3,79.2,197,41,0,35,231,60,256,1.54E-109,317
g2917,NP_035262.2,Pole,79.2,2293,457,10,1,2286,1,2279,0,3676
g296,NP_001347586.1,Rplp2,79.2,72,15,0,1,72,1,72,4.37E-31,108
g4138,NP_001406242.1,Ehd2,79.2,530,105,4,13,540,15,541,5.95E-304,833
g4404,XP_030111231.1,Sgpp2,79.2,24,5,0,1,24,1,24,0.000756,40.4
g52252,NP_001074661.1,Hcn4,79.2,53,11,0,103,155,210,262,8.47E-21,89.7
g5654,NP_001334490.1,Slc8a2,79.2,125,26,0,8,132,791,915,3.14E-61,203
g569,NP_001363888.1,Elk4,79.2,72,15,0,1,72,1,72,2.35E-32,122
g65982,NP_001347766.1,Wdr7,79.2,1464,282,9,1,1449,1,1457,0,2188
g6602,NP_032024.2,Fech,79.2,361,75,0,40,400,62,422,1.32E-222,617
g7234,NP_001406158.1,Ube2l3,79.2,101,21,0,27,127,4,104,2.83E-56,174
g85615,XP_036017866.1,Taf1,79.2,1725,277,12,1,1717,21,1671,0,2586
g86252,NP_001396939.1,Dcx,79.2,361,62,2,1,349,1,360,4.69E-199,552
g8843,NP_001343883.1,Mrps17,79.2,106,21,1,8,112,7,112,1.42E-58,179
g91492,NP_001028213.1,Acmsd,79.2,303,63,0,17,319,34,336,5.80E-184,512
g11382,XP_030099464.1,Pdpr,79.1,478,99,1,415,892,1,477,1.99E-290,811
g11734,NP_001038185.1,Abcc9,79.1,1563,291,11,1,1558,1,1533,0,2336
g11815,XP_006514271.1,Xpot,79.1,846,177,0,116,961,6,851,0,1370
g11877,NP_542124.1,Snx4,79.1,397,82,1,39,435,55,450,3.57E-224,623
g12405,NP_001344711.1,Gng13,79.1,67,14,0,1,67,1,67,2.65E-36,117
g13228,NP_598856.1,Desi1,79.1,134,28,0,1,134,28,161,7.57E-78,229
g14631,NP_035972.3,Mta2,79.1,669,133,3,1,663,1,668,0,1023
g15148,NP_036076.2,Map3k2,79.1,631,117,6,18,647,1,617,0,972
g15430,NP_080804.1,Rtraf,79.1,244,48,1,1,241,1,244,6.62E-141,396
g15781,NP_035901.1,Ikzf3,79.1,163,32,1,160,320,113,275,3.24E-22,99.4
g16263,NP_058064.2,Plrg1,79.1,516,99,5,1,510,1,513,2.31E-172,497
g16527,XP_006530842.1,Rfx1,79.1,497,96,4,279,771,524,1016,4.30E-265,765
g16716,NP_001177343.1,Gne,79.1,716,149,1,40,755,8,722,0,1157
g17414,NP_663396.1,Abhd17a,79.1,321,56,1,1,321,1,310,1.97E-190,527
g17635,NP_765987.2,Ndnf,79.1,565,111,5,10,571,8,568,0,890
g20087,NP_663445.2,Deptor,79.1,393,77,3,10,401,18,406,3.84E-219,607
g20394,XP_017173691.1,Slc25a28,79.1,273,48,1,116,388,5,268,3.36E-154,437
g213823,NP_001161271.1,Stx5a,79.1,302,61,2,1,301,55,355,6.42E-148,421
g217240,XP_006533355.1,Tenm2,79.1,2514,502,7,45,2549,266,2765,0,3726
g217244,XP_036012585.1,Tenm2,79.1,2514,502,7,201,2705,114,2613,0,3726
g222203,NP_001395879.1,Iqsec1,79.1,922,173,7,42,954,24,934,0,1340
g22704,NP_001406185.1,Spsb1,79.1,273,57,0,1,273,1,273,1.32E-169,471
g22948,NP_613073.2,Fam50a,79.1,339,64,1,1,332,1,339,2.14E-155,440
g27062,XP_011238012.1,Kcnip3,79.1,196,41,0,38,233,41,236,2.93E-110,318
g2934,NP_001241660.1,Sgsm1,79.1,655,129,4,1,651,1,651,0,1045
g3716,NP_001355640.1,Cluh,79.1,1275,234,5,79,1353,32,1273,0,2017
g37163,NP_001074627.1,Cluh,79.1,1275,234,5,27,1301,70,1311,0,2017
g41694,XP_036008950.1,Tenm4,79.1,2828,558,7,1,2823,144,2942,0,4274
g487,NP_032542.1,Lrrn1,79.1,705,147,0,13,717,12,716,8.93E-267,753
g6109,NP_033299.1,Srp14,79.1,110,23,0,1,110,1,110,4.08E-55,168
g6931,NP_001034742.1,Lhx3,79.1,378,73,4,23,400,31,402,4.54E-211,587
g7641,XP_006512990.1,Stxbp5,79.1,1139,224,6,14,1141,1,1136,0,1825
g7916,NP_034347.2,Ccn2,79.1,326,67,1,22,346,23,348,1.51E-212,586
g8608,NP_001351393.1,Dpagt1,79.1,301,63,0,106,406,1,301,2.10E-172,485
g89082,NP_001170850.1,Cpeb2,79.1,430,82,5,329,752,565,992,2.31E-240,697
g9798,NP_001116323.1,Faim,79.1,177,37,0,4,180,25,201,4.42E-104,298
g102122,NP_032892.1,Lypla1,79,229,48,0,1,229,1,229,2.56E-137,386
g119323,XP_006513972.1,Chst11,79,347,73,0,1,347,1,347,2.66E-206,570
g12479,XP_036009503.1,Ndufab1-ps,79,105,21,1,78,181,66,170,5.49E-51,163
g129170,NP_001404333.1,Rbfox1,79,366,60,5,17,382,1,349,7.65E-197,548
g137171,NP_001033698.1,Mapt,79,219,36,3,179,389,214,430,3.40E-29,119
g14315,XP_036012549.1,Dnah9,79,3369,709,0,1095,4463,36,3404,0,5424
g153762,NP_031407.2,Acadl,79,400,84,0,36,435,29,428,1.13E-239,662
g163032,XP_036021465.1,Mmd2,79,143,30,0,1,143,19,161,4.84E-87,256
g17549,XP_006503065.1,Slc5a9,79,357,75,0,110,466,21,377,3.53E-202,577
g176760,NP_001395854.1,Kif1a,79,1827,311,19,1,1790,1,1791,0,2750
g18759,XP_006497506.1,Frmd4a,79,955,166,12,52,997,26,954,0,1377
g18870,NP_001288356.1,Vsx2,79,62,13,0,118,179,147,208,1.47E-22,98.6
g19902,XP_036010650.1,Rbms3,79,385,58,5,66,432,68,447,3.68E-206,577
g208583,NP_001277757.1,Cpeb3,79,634,74,9,63,650,73,693,0,956
g21213,NP_001343505.1,Mcm7,79,620,122,1,108,727,1,612,0,983
g21574,NP_848723.1,Reep1,79,162,34,0,1,162,1,162,7.14E-88,261
g223212,NP_001365934.1,Uckl1,79,186,39,0,1,186,359,544,5.74E-95,288
g224595,XP_030108947.1,Rap1gap,79,610,116,6,58,663,6,607,0,925
g22632,NP_001366111.1,Fam3a,79,176,37,0,50,225,10,185,7.30E-104,300
g2307,NP_001346967.1,Cyrib,79,324,68,0,1,324,1,324,3.69E-179,499
g2721,NP_033053.2,Rasgrf2,79,1278,174,7,1,1273,1,1189,0,1952
g348,NP_001407702.1,Ptprt,79,1506,262,6,9,1507,6,1464,0,2435
g358,NP_766478.1,Slc6a11,79,628,114,6,1,611,1,627,0,1021
g48562,NP_598912.5,Yars1,79,534,106,1,1,534,1,528,3.89E-308,843
g59582,XP_006523363.1,Qki,79,338,61,6,2,334,1,333,4.92E-179,500
g65717,XP_006498264.1,Nsmf,79,286,57,2,297,581,219,502,5.83E-160,468
g7591,NP_001408535.1,Tbpl1,79,162,34,0,1,162,1,162,1.21E-87,256
g7629,XP_036011688.1,Mthfd1l,79,271,56,1,699,969,1,270,3.57E-146,436
g7711,NP_001346488.1,Abracl,79,81,17,0,1,81,1,81,5.54E-42,133
g8403,NP_001186423.2,Ei24,79,333,70,0,1,333,1,333,2.53E-175,491
g8422,XP_006514085.1,Smarcc2,79,956,185,7,1,943,1,953,0,1328
g85616,XP_017174007.1,Taf1,79,1664,267,12,1,1656,21,1610,0,2486
g9156,NP_064317.2,Ptpn4,79,929,187,5,1,927,1,923,0,1504
g92912,XP_006498398.1,Fmnl2,79,1093,207,8,1,1078,1,1085,0,1546
g9403,XP_011243345.1,Stk24,79,429,71,5,14,442,13,422,2.10E-231,641
g9425,XP_011243394.1,Cog3,79,605,124,2,224,826,1,604,0,959
g966,NP_001391866.1,Erc2,79,935,171,14,1,926,1,919,0,946
g9662,XP_006519006.1,Erc2,79,943,173,14,1,934,1,927,0,956
g10114,NP_001103096.1,Cdk12,78.9,421,82,3,549,963,623,1042,1.92E-213,665
g11294,NP_033063.1,Rcn1,78.9,304,63,1,18,320,22,325,1.05E-179,501
g11785,XP_017177206.1,Ergic2,78.9,275,57,1,1,274,1,275,4.95E-153,435
g122162,XP_006506531.1,Chchd3,78.9,38,8,0,1,38,1,38,3.23E-10,60.1
g12435,NP_033764.2,Adsl,78.9,470,99,0,10,479,13,482,1.45E-276,759
g13310,NP_001154891.1,Atp5mc1,78.9,128,26,1,10,137,10,136,4.03E-56,173
g13510,XP_011243264.1,Grid1,78.9,875,177,3,1,875,1,867,0,1395
g141502,NP_663434.2,Zfp503,78.9,227,34,4,1,215,428,652,7.96E-118,350
g16104,NP_647467.1,Acer2,78.9,270,57,0,8,277,6,275,5.57E-168,467
g16280,XP_006520434.1,Cacng2,78.9,190,39,1,24,212,1,190,4.59E-107,316
g168402,XP_011239455.1,Adcyap1r1,78.9,427,83,4,26,447,23,447,1.20E-250,691
g17388,NP_001342103.1,Mknk1,78.9,327,68,1,58,383,4,330,5.20E-191,536
g17963,NP_775608.1,Pskh1,78.9,436,80,3,1,436,1,424,8.74E-226,626
g18114,NP_705727.1,Cpne2,78.9,526,111,0,19,544,20,545,8.24e-316,864
g18591,NP_084266.1,Lhfpl3,78.9,213,45,0,1,213,11,223,4.88E-125,354
g18725,XP_030111526.1,Klhdc10,78.9,232,49,0,186,417,55,286,4.22E-140,403
g187923,NP_001349043.1,C2cd5,78.9,1026,179,10,1,1007,1,1008,0,1559
g187926,XP_017177287.1,C2cd5,78.9,1060,187,10,1,1041,1,1042,0,1613
g19678,XP_036018830.1,Pip5k1a,78.9,426,76,4,18,443,42,453,2.50E-236,663
g19866,NP_081491.2,Tmem147,78.9,223,45,1,1,223,1,221,2.17E-128,363
g203012,XP_017172799.1,Nrxn1,78.9,1485,278,10,3,1466,5,1474,0,2344
g203013,XP_006523879.1,Nrxn1,78.9,1488,278,10,3,1469,5,1477,0,2350
g23033,XP_036014658.1,Actr8,78.9,393,83,0,37,429,42,434,4.37E-235,660
g2410,XP_036016911.1,Pias2,78.9,379,74,3,2,380,131,503,4.06E-217,611
g26562,NP_001288304.1,Fst,78.9,308,65,0,12,319,10,317,2.40E-202,559
g26563,NP_001288302.1,Fst,78.9,308,65,0,12,319,10,317,4.47E-202,558
g2823,XP_036017006.1,Pggt1b,78.9,194,41,0,119,312,1,194,3.40E-116,337
g3662,NP_001104250.1,Syn1,78.9,142,30,0,1,142,277,418,1.71E-68,234
g4266,NP_619622.3,Bcas3,78.9,952,172,5,1,951,5,928,0,1519
g4778,NP_001400261.1,Gtf2h4,78.9,317,42,3,156,467,1,297,1.97E-162,462
g60682,NP_031468.1,Alx4,78.9,57,12,0,169,225,206,262,2.13E-21,97.1
g71202,XP_006526434.1,Nedd4l,78.9,966,141,15,40,992,67,982,0,1486
g7204,NP_001095870.1,Dab2,78.9,185,38,1,36,220,18,201,9.19E-89,291
g763,XP_030104241.1,Slc11a2,78.9,469,99,0,74,542,1,469,9.88E-262,725
g7756,NP_663420.1,Eif2b2,78.9,356,69,3,1,355,1,351,1.17E-196,546
g8093,NP_766276.1,Map3k7,78.9,565,98,8,19,575,28,579,2.11E-305,840
g8996,NP_031899.2,Doc2b,78.9,407,73,2,3,397,4,409,1.63E-220,611
g92914,NP_001395245.1,Fmnl2,78.9,1090,206,9,1,1075,1,1081,0,1526
g92916,NP_001395244.1,Fmnl2,78.9,1099,196,8,1,1071,1,1091,0,1545
g105546,NP_001278000.1,Pfkp,78.8,765,159,2,10,774,15,776,0,1196
g10742,NP_067311.4,Snrpa1,78.8,245,52,0,1,245,1,245,2.94E-132,377
g10743,XP_006540973.1,Chsy1,78.8,652,137,1,148,799,1,651,0,1087
g11041,NP_766604.2,Vat1l,78.8,416,84,1,1,412,1,416,8.68E-237,653
g11099,NP_034455.1,Got2,78.8,430,89,2,1,428,1,430,1.84E-252,694
g11358,XP_036013007.1,Gm11633,78.8,104,22,0,31,134,37,140,3.77E-56,173
g117342,NP_035641.1,Abcc9,78.8,1586,293,11,1,1582,1,1546,0,2352
g11927,NP_001010930.1,Mrps33,78.8,33,7,0,1,33,1,33,8.32E-10,51.6
g12994,NP_001344269.1,Hs3st6,78.8,203,42,1,176,378,1,202,9.75E-116,336
g13238,NP_758504.3,Ube2z,78.8,297,54,3,105,401,66,353,5.91E-166,471
g14268,NP_001240620.1,Patz1,78.8,33,7,0,214,246,352,384,9.46E-09,59.7
g14438,NP_598911.1,Otub1,78.8,269,53,1,2,266,3,271,3.57E-151,424
g14641,NP_001390371.1,Sf1,78.8,425,60,7,82,491,11,420,2.99E-219,624
g154,NP_001408054.1,Aurka,78.8,269,55,1,151,419,116,382,3.76E-153,441
g15962,XP_006531279.1,Mast1,78.8,1377,233,16,1,1358,1,1337,0,1986
g159623,XP_006531280.1,Mast1,78.8,1376,233,16,1,1357,1,1336,0,1986
g16146,NP_077753.1,Mtap,78.8,274,58,0,7,280,10,283,4.62E-165,460
g18016,NP_001281072.1,Hipk2,78.8,406,47,7,1,402,1,371,2.78E-194,572
g18867,NP_001155840.1,Mgat4c,78.8,472,100,0,1,472,7,478,2.41E-284,778
g203016,XP_030105421.1,Nrxn1,78.8,1480,278,10,3,1461,5,1469,0,2332
g203019,XP_030105419.1,Nrxn1,78.8,1506,276,11,3,1479,5,1495,0,2364
g208584,NP_001277758.1,Cpeb3,78.8,626,74,9,124,703,73,685,0,938
g20942,NP_001412586.1,Fignl1,78.8,231,49,0,419,649,30,260,1.19E-121,363
g22154,NP_001397115.1,Taf8,78.8,260,51,1,1,260,1,256,2.98E-137,391
g25952,NP_001346137.1,Rufy3,78.8,466,97,2,1,465,1,465,3.19E-240,673
g42662,NP_001160114.1,Bcas3,78.8,937,170,5,1,936,5,913,0,1486
g5563,XP_006516426.1,Nubpl,78.8,217,46,0,104,320,23,239,5.48E-122,352
g5841,XP_036018356.1,Dph6,78.8,104,18,1,1,100,45,148,2.99E-46,163
g58472,XP_006516322.1,Kcnk10,78.8,255,50,3,41,295,35,285,4.58E-131,385
